0.0716626	0.0647978	0.381085	0.166287	0.173104	0.143064	
0.0236635	0.0216239	0.19325	0.181866	0.115884	0.463713	
0.0285755	0.0131057	0.367726	0.0905825	0.159613	0.340397	
0.0780834	0.0129521	0.287104	0.0925079	0.419335	0.110018	
0.0864984	0.0685392	0.161805	0.110548	0.42021	0.1524	
0.0831624	0.0682287	0.0607371	0.404049	0.12974	0.254083	
0.176088	0.0826856	0.389207	0.00561313	0.278721	0.0676858	
0.0869913	0.0869913	0.0434957	0.521648	0.108689	0.152185	
0.000583056	0.0421112	0.249989	0.166909	0.00150706	0.538901	
0.0909976	0.0780021	0.273774	0.0864148	0.289002	0.181809	
0.0563683	0.0275208	0.107037	0.435396	0.123858	0.249819	
0.0265053	0.0442088	0.24785	0.0265053	0.557612	0.0973195	
0.030615	0.172092	0.0492314	0.00583319	0.573875	0.168353	
0.00013562	0.000338897	0.000610578	6.85186e-05	0.789464	0.209383	
0.145721	0.0977552	0.221824	0.195555	0.214334	0.124809	
3.97078e-09	2.17426e-09	2.5573e-08	0.7386	6.15583e-08	0.2614	
0.0649502	0.0262823	0.132148	0.386372	0.134657	0.255591	
0.00250417	0.00122681	0.0838313	0.576907	0.177151	0.15838	
0.0253147	0.0105761	0.389379	0.0879166	0.188726	0.298088	
0.056394	0.137211	0.170724	0.216917	0.161446	0.257308	
0.133314	0.124412	0.222223	0.21782	0.137815	0.164416	
7.17083e-05	2.41149e-05	0.0934866	0.546507	0.0800099	0.2799	
0.030854	0.0134432	0.0171244	0.715028	0.102257	0.121294	
0.0758379	0.169476	0.120903	0.0996762	0.357738	0.176369	
0.0600295	0.00744175	0.122852	0.432279	0.0813251	0.296072	
0.104173	0.0555726	0.194228	0.223703	0.230138	0.192185	
0.214636	0.142206	0.222849	0.0230371	0.359554	0.0377184	
0.00849114	0.00784059	0.00851089	0.237723	0.0107787	0.726656	
0.0968688	0.0967069	0.206502	3.99005e-06	0.587018	0.0129003	
0.192242	0.044711	0.225149	0.0447735	0.490764	0.00236086	
0.080013	0.0416781	0.119281	0.356388	0.20406	0.19858	
0.106283	0.083302	0.242256	0.0111788	0.533429	0.0235516	
0.247484	0.163384	0.212889	3.01535e-05	0.37619	2.31055e-05	
0.100563	0.0719347	0.0746812	0.419806	0.131133	0.201882	
0.185362	0.0903847	0.312359	0.08129	0.240155	0.0904491	
0.195544	0.00011186	0.000458365	0.000877421	0.163001	0.640007	
0.0383193	0.0129609	0.0306891	0.563561	0.0931626	0.261307	
0.0755718	0.0680483	0.0960906	0.360915	0.173037	0.226338	
0.0282503	0.0151559	0.433198	0.061482	0.352357	0.109557	
